,Game_Id,Period,Team,Player,Player_Id,Start,End,Duration,Date
0,20419,1,N.J,TRAVIS ZAJAC,8471233,0.0,44.0,44.0,2019-12-02
1,20419,1,N.J,ANDY GREENE,8472382,0.0,79.0,79.0,2019-12-02
2,20419,1,BUF,MARCO SCANDELLA,8474618,0.0,42.0,42.0,2019-12-02
3,20419,1,BUF,MARCUS JOHANSSON,8475149,0.0,44.0,44.0,2019-12-02
4,20419,1,N.J,LOUIS DOMINGUE,8475839,0.0,1200.0,1200.0,2019-12-02
5,20419,1,N.J,BLAKE COLEMAN,8476399,0.0,44.0,44.0,2019-12-02
6,20419,1,BUF,JIMMY VESEY,8476918,0.0,44.0,44.0,2019-12-02
7,20419,1,N.J,DAMON SEVERSON,8476923,0.0,44.0,44.0,2019-12-02
8,20419,1,BUF,LINUS ULLMARK,8476999,0.0,1200.0,1200.0,2019-12-02
9,20419,1,N.J,NIKITA GUSEV,8477038,0.0,40.0,40.0,2019-12-02
10,20419,1,BUF,CASEY MITTELSTADT,8479999,0.0,42.0,42.0,2019-12-02
11,20419,1,BUF,HENRI JOKIHARJU,8480035,0.0,109.0,109.0,2019-12-02
12,20419,1,N.J,TAYLOR HALL,8475791,40.0,44.0,4.0,2019-12-02
13,20419,1,BUF,RASMUS RISTOLAINEN,8477499,42.0,44.0,2.0,2019-12-02
14,20419,1,BUF,VICTOR OLOFSSON,8478109,42.0,94.0,52.0,2019-12-02
15,20419,1,N.J,SAMI VATANEN,8475222,44.0,79.0,35.0,2019-12-02
16,20419,1,BUF,JEFF SKINNER,8475784,44.0,94.0,50.0,2019-12-02
17,20419,1,BUF,SAM REINHART,8477933,44.0,94.0,50.0,2019-12-02
18,20419,1,N.J,PAVEL ZACHA,8478401,44.0,79.0,35.0,2019-12-02
19,20419,1,BUF,JACK EICHEL,8478403,44.0,94.0,50.0,2019-12-02
20,20419,1,N.J,KEVIN ROONEY,8479291,44.0,72.0,28.0,2019-12-02
21,20419,1,N.J,TRAVIS ZAJAC,8471233,72.0,111.0,39.0,2019-12-02
22,20419,1,N.J,PK SUBBAN,8474056,79.0,124.0,45.0,2019-12-02
23,20419,1,N.J,DAMON SEVERSON,8476923,79.0,124.0,45.0,2019-12-02
24,20419,1,N.J,NICO HISCHIER,8480002,79.0,124.0,45.0,2019-12-02
