,Game_Id,Period,Team,Player,Player_Id,Start,End,Duration,Date
0,20659,1,EDM,MIKE SMITH,8469608,0.0,760.0,760.0,2020-01-06
1,20659,1,EDM,JAMES NEAL,8471707,0.0,49.0,49.0,2020-01-06
2,20659,1,TOR,JOHN TAVARES,8475166,0.0,41.0,41.0,2020-01-06
3,20659,1,EDM,ZACK KASSIAN,8475178,0.0,40.0,40.0,2020-01-06
4,20659,1,TOR,MARTIN MARINCIN,8475716,0.0,46.0,46.0,2020-01-06
5,20659,1,TOR,JUSTIN HOLL,8475718,0.0,46.0,46.0,2020-01-06
6,20659,1,TOR,FREDERIK ANDERSEN,8475883,0.0,1200.0,1200.0,2020-01-06
7,20659,1,TOR,ALEXANDER KERFOOT,8477021,0.0,30.0,30.0,2020-01-06
8,20659,1,EDM,DARNELL NURSE,8477498,0.0,40.0,40.0,2020-01-06
9,20659,1,TOR,WILLIAM NYLANDER,8477939,0.0,38.0,38.0,2020-01-06
10,20659,1,EDM,CONNOR MCDAVID,8478402,0.0,40.0,40.0,2020-01-06
11,20659,1,EDM,ETHAN BEAR,8478451,0.0,40.0,40.0,2020-01-06
12,20659,1,TOR,MITCHELL MARNER,8478483,30.0,100.0,70.0,2020-01-06
13,20659,1,TOR,ZACH HYMAN,8475786,38.0,104.0,66.0,2020-01-06
14,20659,1,EDM,ADAM LARSSON,8476457,40.0,98.0,58.0,2020-01-06
15,20659,1,EDM,OSCAR KLEFBOM,8476472,40.0,98.0,58.0,2020-01-06
16,20659,1,EDM,LEON DRAISAITL,8477934,40.0,98.0,58.0,2020-01-06
17,20659,1,EDM,KAILER YAMAMOTO,8479977,40.0,106.0,66.0,2020-01-06
18,20659,1,TOR,AUSTON MATTHEWS,8479318,41.0,104.0,63.0,2020-01-06
19,20659,1,TOR,TYSON BARRIE,8475197,46.0,126.0,80.0,2020-01-06
20,20659,1,TOR,MORGAN RIELLY,8476853,46.0,126.0,80.0,2020-01-06
21,20659,1,EDM,RYAN NUGENT-HOPKINS,8476454,49.0,106.0,57.0,2020-01-06
22,20659,1,EDM,KRIS RUSSELL,8471729,98.0,149.0,51.0,2020-01-06
23,20659,1,EDM,RILEY SHEAHAN,8475772,98.0,145.0,47.0,2020-01-06
24,20659,1,EDM,CALEB JONES,8478452,98.0,145.0,47.0,2020-01-06
25,20659,1,TOR,KASPERI KAPANEN,8477953,100.0,183.0,83.0,2020-01-06
26,20659,1,TOR,JASON SPEZZA,8469455,104.0,156.0,52.0,2020-01-06
27,20659,1,TOR,PIERRE ENGVALL,8478115,104.0,183.0,79.0,2020-01-06
28,20659,1,EDM,JOSH ARCHIBALD,8476326,106.0,149.0,43.0,2020-01-06
29,20659,1,EDM,JUJHAR KHAIRA,8476915,106.0,149.0,43.0,2020-01-06
30,20659,1,TOR,CODY CECI,8476879,126.0,190.0,64.0,2020-01-06
31,20659,1,TOR,TRAVIS DERMOTT,8478408,126.0,195.0,69.0,2020-01-06
32,20659,1,EDM,DARNELL NURSE,8477498,145.0,249.0,104.0,2020-01-06
33,20659,1,EDM,JOAKIM NYGARD,8481638,145.0,149.0,4.0,2020-01-06
34,20659,1,EDM,ALEX CHIASSON,8475163,149.0,194.0,45.0,2020-01-06
35,20659,1,EDM,ETHAN BEAR,8478451,149.0,249.0,100.0,2020-01-06
36,20659,1,EDM,GAETAN HAAS,8481813,149.0,184.0,35.0,2020-01-06
37,20659,1,TOR,ADAM BROOKS,8478996,156.0,195.0,39.0,2020-01-06
38,20659,1,TOR,FREDERIK GAUTHIER,8477512,183.0,204.0,21.0,2020-01-06
39,20659,1,TOR,MASON MARCHMENT,8478975,183.0,204.0,21.0,2020-01-06
40,20659,1,EDM,CONNOR MCDAVID,8478402,184.0,249.0,65.0,2020-01-06
41,20659,1,EDM,JOAKIM NYGARD,8481638,184.0,190.0,6.0,2020-01-06
42,20659,1,EDM,JAMES NEAL,8471707,190.0,249.0,59.0,2020-01-06
43,20659,1,TOR,MARTIN MARINCIN,8475716,190.0,243.0,53.0,2020-01-06
44,20659,1,EDM,ZACK KASSIAN,8475178,194.0,249.0,55.0,2020-01-06
45,20659,1,TOR,JOHN TAVARES,8475166,195.0,249.0,54.0,2020-01-06
46,20659,1,TOR,JUSTIN HOLL,8475718,195.0,241.0,46.0,2020-01-06
47,20659,1,TOR,ALEXANDER KERFOOT,8477021,204.0,249.0,45.0,2020-01-06
48,20659,1,TOR,WILLIAM NYLANDER,8477939,204.0,249.0,45.0,2020-01-06
49,20659,1,TOR,MORGAN RIELLY,8476853,241.0,327.0,86.0,2020-01-06
50,20659,1,TOR,TYSON BARRIE,8475197,243.0,327.0,84.0,2020-01-06
51,20659,1,TOR,ZACH HYMAN,8475786,249.0,304.0,55.0,2020-01-06
52,20659,1,EDM,RYAN NUGENT-HOPKINS,8476454,249.0,276.0,27.0,2020-01-06
53,20659,1,EDM,ADAM LARSSON,8476457,249.0,313.0,64.0,2020-01-06
54,20659,1,EDM,OSCAR KLEFBOM,8476472,249.0,313.0,64.0,2020-01-06
55,20659,1,EDM,LEON DRAISAITL,8477934,249.0,276.0,27.0,2020-01-06
56,20659,1,TOR,MITCHELL MARNER,8478483,249.0,312.0,63.0,2020-01-06
57,20659,1,TOR,AUSTON MATTHEWS,8479318,249.0,317.0,68.0,2020-01-06
58,20659,1,EDM,KAILER YAMAMOTO,8479977,249.0,276.0,27.0,2020-01-06
