,Game_Id,Period,Team,Player,Player_Id,Start,End,Duration,Date
0,20569,1,TOR,JASON SPEZZA,8469455,0.0,30.0,30.0,2019-12-23
1,20569,1,CAR,JAMES REIMER,8473503,0.0,310.0,310.0,2019-12-23
2,20569,1,CAR,JORDAN STAAL,8473533,0.0,30.0,30.0,2019-12-23
3,20569,1,TOR,JAKE MUZZIN,8474162,0.0,30.0,30.0,2019-12-23
4,20569,1,TOR,JOHN TAVARES,8475166,0.0,30.0,30.0,2019-12-23
5,20569,1,TOR,JUSTIN HOLL,8475718,0.0,30.0,30.0,2019-12-23
6,20569,1,TOR,FREDERIK ANDERSEN,8475883,0.0,1200.0,1200.0,2019-12-23
7,20569,1,CAR,DOUGIE HAMILTON,8476462,0.0,10.0,10.0,2019-12-23
8,20569,1,CAR,JACCOB SLAVIN,8476958,0.0,10.0,10.0,2019-12-23
9,20569,1,CAR,WARREN FOEGELE,8477998,0.0,30.0,30.0,2019-12-23
10,20569,1,CAR,ANDREI SVECHNIKOV,8480830,0.0,30.0,30.0,2019-12-23
11,20569,1,TOR,ILYA MIKHEYEV,8481624,0.0,30.0,30.0,2019-12-23
12,20569,1,CAR,JOEL EDMUNDSON,8476441,10.0,30.0,20.0,2019-12-23
13,20569,1,CAR,BRETT PESCE,8477488,10.0,30.0,20.0,2019-12-23
14,20569,1,TOR,TYSON BARRIE,8475197,30.0,78.0,48.0,2019-12-23
15,20569,1,TOR,ZACH HYMAN,8475786,30.0,73.0,43.0,2019-12-23
16,20569,1,CAR,NINO NIEDERREITER,8475799,30.0,74.0,44.0,2019-12-23
17,20569,1,CAR,DOUGIE HAMILTON,8476462,30.0,74.0,44.0,2019-12-23
18,20569,1,TOR,MORGAN RIELLY,8476853,30.0,82.0,52.0,2019-12-23
19,20569,1,CAR,TEUVO TERAVAINEN,8476882,30.0,105.0,75.0,2019-12-23
20,20569,1,CAR,JACCOB SLAVIN,8476958,30.0,74.0,44.0,2019-12-23
21,20569,1,CAR,SEBASTIAN AHO,8478427,30.0,74.0,44.0,2019-12-23
22,20569,1,TOR,MITCHELL MARNER,8478483,30.0,73.0,43.0,2019-12-23
23,20569,1,TOR,AUSTON MATTHEWS,8479318,30.0,66.0,36.0,2019-12-23
24,20569,1,TOR,ALEXANDER KERFOOT,8477021,66.0,120.0,54.0,2019-12-23
25,20569,1,TOR,WILLIAM NYLANDER,8477939,73.0,120.0,47.0,2019-12-23
26,20569,1,TOR,KASPERI KAPANEN,8477953,73.0,120.0,47.0,2019-12-23
27,20569,1,CAR,JAKE GARDINER,8474581,74.0,163.0,89.0,2019-12-23
28,20569,1,CAR,ERIK HAULA,8475287,74.0,120.0,46.0,2019-12-23
29,20569,1,CAR,RYAN DZINGEL,8476288,74.0,120.0,46.0,2019-12-23
30,20569,1,CAR,TREVOR VAN RIEMSDYK,8477845,74.0,165.0,91.0,2019-12-23
31,20569,1,TOR,TRAVIS DERMOTT,8478408,78.0,120.0,42.0,2019-12-23
32,20569,1,TOR,CODY CECI,8476879,82.0,120.0,38.0,2019-12-23
33,20569,1,CAR,MARTIN NECAS,8480039,105.0,120.0,15.0,2019-12-23
34,20569,1,TOR,JASON SPEZZA,8469455,120.0,161.0,41.0,2019-12-23
35,20569,1,TOR,TYSON BARRIE,8475197,120.0,165.0,45.0,2019-12-23
36,20569,1,TOR,MORGAN RIELLY,8476853,120.0,165.0,45.0,2019-12-23
37,20569,1,CAR,JORDAN MARTINOOK,8476921,120.0,157.0,37.0,2019-12-23
38,20569,1,CAR,BROCK MCGINN,8476934,120.0,157.0,37.0,2019-12-23
39,20569,1,TOR,FREDERIK GAUTHIER,8477512,120.0,156.0,36.0,2019-12-23
40,20569,1,CAR,LUCAS WALLMARK,8478027,120.0,157.0,37.0,2019-12-23
41,20569,1,TOR,DMYTRO TIMASHOV,8478857,120.0,161.0,41.0,2019-12-23
42,20569,1,TOR,JOHN TAVARES,8475166,156.0,170.0,14.0,2019-12-23
43,20569,1,CAR,NINO NIEDERREITER,8475799,157.0,192.0,35.0,2019-12-23
44,20569,1,CAR,TEUVO TERAVAINEN,8476882,157.0,192.0,35.0,2019-12-23
45,20569,1,CAR,SEBASTIAN AHO,8478427,157.0,192.0,35.0,2019-12-23
46,20569,1,TOR,PIERRE ENGVALL,8478115,161.0,170.0,9.0,2019-12-23
47,20569,1,TOR,ILYA MIKHEYEV,8481624,161.0,170.0,9.0,2019-12-23
48,20569,1,CAR,BRETT PESCE,8477488,163.0,192.0,29.0,2019-12-23
49,20569,1,TOR,JAKE MUZZIN,8474162,165.0,170.0,5.0,2019-12-23
50,20569,1,TOR,JUSTIN HOLL,8475718,165.0,170.0,5.0,2019-12-23
51,20569,1,CAR,JOEL EDMUNDSON,8476441,165.0,192.0,27.0,2019-12-23
52,20569,1,TOR,TYSON BARRIE,8475197,170.0,269.0,99.0,2019-12-23
53,20569,1,TOR,ZACH HYMAN,8475786,170.0,192.0,22.0,2019-12-23
54,20569,1,TOR,MORGAN RIELLY,8476853,170.0,192.0,22.0,2019-12-23
55,20569,1,TOR,MITCHELL MARNER,8478483,170.0,280.0,110.0,2019-12-23
56,20569,1,TOR,AUSTON MATTHEWS,8479318,170.0,280.0,110.0,2019-12-23
57,20569,1,CAR,JORDAN STAAL,8473533,192.0,220.0,28.0,2019-12-23
58,20569,1,TOR,JOHN TAVARES,8475166,192.0,310.0,118.0,2019-12-23
59,20569,1,CAR,DOUGIE HAMILTON,8476462,192.0,220.0,28.0,2019-12-23
60,20569,1,CAR,BROCK MCGINN,8476934,192.0,220.0,28.0,2019-12-23
61,20569,1,CAR,JACCOB SLAVIN,8476958,192.0,220.0,28.0,2019-12-23
62,20569,1,TOR,WILLIAM NYLANDER,8477939,192.0,269.0,77.0,2019-12-23
63,20569,1,CAR,JOEL EDMUNDSON,8476441,220.0,253.0,33.0,2019-12-23
64,20569,1,CAR,JORDAN MARTINOOK,8476921,220.0,253.0,33.0,2019-12-23
65,20569,1,CAR,TREVOR VAN RIEMSDYK,8477845,220.0,253.0,33.0,2019-12-23
66,20569,1,CAR,WARREN FOEGELE,8477998,220.0,253.0,33.0,2019-12-23
67,20569,1,CAR,DOUGIE HAMILTON,8476462,253.0,310.0,57.0,2019-12-23
68,20569,1,CAR,TEUVO TERAVAINEN,8476882,253.0,310.0,57.0,2019-12-23
69,20569,1,CAR,JACCOB SLAVIN,8476958,253.0,310.0,57.0,2019-12-23
70,20569,1,CAR,SEBASTIAN AHO,8478427,253.0,310.0,57.0,2019-12-23
71,20569,1,TOR,MORGAN RIELLY,8476853,269.0,310.0,41.0,2019-12-23
72,20569,1,TOR,DMYTRO TIMASHOV,8478857,269.0,310.0,41.0,2019-12-23
73,20569,1,TOR,JASON SPEZZA,8469455,280.0,310.0,30.0,2019-12-23
74,20569,1,TOR,ALEXANDER KERFOOT,8477021,280.0,310.0,30.0,2019-12-23
75,20569,1,TOR,JAKE MUZZIN,8474162,310.0,368.0,58.0,2019-12-23
76,20569,1,CAR,JAKE GARDINER,8474581,310.0,355.0,45.0,2019-12-23
77,20569,1,CAR,ERIK HAULA,8475287,310.0,355.0,45.0,2019-12-23
78,20569,1,TOR,JUSTIN HOLL,8475718,310.0,368.0,58.0,2019-12-23
79,20569,1,CAR,PETR MRAZEK,8475852,310.0,1200.0,890.0,2019-12-23
80,20569,1,CAR,RYAN DZINGEL,8476288,310.0,355.0,45.0,2019-12-23
81,20569,1,TOR,FREDERIK GAUTHIER,8477512,310.0,351.0,41.0,2019-12-23
82,20569,1,CAR,TREVOR VAN RIEMSDYK,8477845,310.0,355.0,45.0,2019-12-23
83,20569,1,TOR,PIERRE ENGVALL,8478115,310.0,355.0,45.0,2019-12-23
84,20569,1,CAR,MARTIN NECAS,8480039,310.0,355.0,45.0,2019-12-23
85,20569,1,TOR,ILYA MIKHEYEV,8481624,310.0,355.0,45.0,2019-12-23
86,20569,1,TOR,AUSTON MATTHEWS,8479318,351.0,392.0,41.0,2019-12-23
87,20569,1,TOR,ZACH HYMAN,8475786,355.0,414.0,59.0,2019-12-23
88,20569,1,CAR,JOEL EDMUNDSON,8476441,355.0,410.0,55.0,2019-12-23
