,Game_Id,Period,Team,Player,Player_Id,Start,End,Duration,Date
0,20145,1,S.J,PATRICK MARLEAU,8466139,0.0,21.0,21.0,2019-10-24
1,20145,1,S.J,BRENT BURNS,8470613,0.0,21.0,21.0,2019-10-24
2,20145,1,MTL,SHEA WEBER,8470642,0.0,21.0,21.0,2019-10-24
3,20145,1,MTL,CAREY PRICE,8471679,0.0,749.0,749.0,2019-10-24
4,20145,1,S.J,MARC-EDOUARD VLASIC,8471709,0.0,21.0,21.0,2019-10-24
5,20145,1,S.J,LOGAN COUTURE,8474053,0.0,21.0,21.0,2019-10-24
6,20145,1,MTL,TOMAS TATAR,8475193,0.0,21.0,21.0,2019-10-24
7,20145,1,MTL,BRENDAN GALLAGHER,8475848,0.0,21.0,21.0,2019-10-24
8,20145,1,MTL,PHILLIP DANAULT,8476479,0.0,21.0,21.0,2019-10-24
9,20145,1,S.J,AARON DELL,8477180,0.0,1200.0,1200.0,2019-10-24
10,20145,1,S.J,TIMO MEIER,8478414,0.0,21.0,21.0,2019-10-24
11,20145,1,MTL,VICTOR METE,8479376,0.0,21.0,21.0,2019-10-24
12,20145,1,MTL,JEFF PETRY,8473507,21.0,70.0,49.0,2019-10-24
13,20145,1,S.J,ERIK KARLSSON,8474578,21.0,53.0,32.0,2019-10-24
14,20145,1,S.J,EVANDER KANE,8475169,21.0,63.0,42.0,2019-10-24
15,20145,1,S.J,BRENDEN DILLON,8475455,21.0,60.0,39.0,2019-10-24
16,20145,1,MTL,JOEL ARMIA,8476469,21.0,63.0,42.0,2019-10-24
17,20145,1,S.J,TOMAS HERTL,8476881,21.0,63.0,42.0,2019-10-24
18,20145,1,MTL,BRETT KULAK,8476967,21.0,70.0,49.0,2019-10-24
19,20145,1,MTL,JONATHAN DROUIN,8477494,21.0,70.0,49.0,2019-10-24
20,20145,1,MTL,MAX DOMI,8477503,21.0,70.0,49.0,2019-10-24
21,20145,1,S.J,NOAH GREGOR,8479393,21.0,63.0,42.0,2019-10-24
22,20145,1,S.J,BRENT BURNS,8470613,53.0,101.0,48.0,2019-10-24
23,20145,1,S.J,MARC-EDOUARD VLASIC,8471709,60.0,101.0,41.0,2019-10-24
24,20145,1,S.J,JOE THORNTON,8466138,63.0,101.0,38.0,2019-10-24
25,20145,1,MTL,PAUL BYRON,8474038,63.0,101.0,38.0,2019-10-24
26,20145,1,S.J,BARCLAY GOODROW,8476624,63.0,101.0,38.0,2019-10-24
27,20145,1,S.J,KEVIN LABANC,8478099,63.0,101.0,38.0,2019-10-24
28,20145,1,MTL,BEN CHIAROT,8475279,70.0,139.0,69.0,2019-10-24
29,20145,1,MTL,ARTTURI LEHKONEN,8477476,70.0,101.0,31.0,2019-10-24
30,20145,1,MTL,CALE FLEURY,8479985,70.0,139.0,69.0,2019-10-24
31,20145,1,MTL,JESPERI KOTKANIEMI,8480829,70.0,101.0,31.0,2019-10-24
32,20145,1,MTL,NATE THOMPSON,8470775,101.0,139.0,38.0,2019-10-24
33,20145,1,S.J,MARCUS SORENSEN,8475834,101.0,139.0,38.0,2019-10-24
34,20145,1,S.J,TIM HEED,8475841,101.0,139.0,38.0,2019-10-24
35,20145,1,MTL,NICK COUSINS,8476393,101.0,139.0,38.0,2019-10-24
36,20145,1,S.J,MELKER KARLSSON,8477922,101.0,139.0,38.0,2019-10-24
37,20145,1,S.J,DYLAN GAMBRELL,8479580,101.0,139.0,38.0,2019-10-24
38,20145,1,S.J,MARIO FERRARO,8479983,101.0,139.0,38.0,2019-10-24
39,20145,1,MTL,NICK SUZUKI,8480018,101.0,139.0,38.0,2019-10-24
40,20145,1,S.J,PATRICK MARLEAU,8466139,139.0,193.0,54.0,2019-10-24
41,20145,1,MTL,SHEA WEBER,8470642,139.0,196.0,57.0,2019-10-24
42,20145,1,S.J,LOGAN COUTURE,8474053,139.0,193.0,54.0,2019-10-24
43,20145,1,S.J,ERIK KARLSSON,8474578,139.0,203.0,64.0,2019-10-24
44,20145,1,MTL,TOMAS TATAR,8475193,139.0,196.0,57.0,2019-10-24
45,20145,1,S.J,BRENDEN DILLON,8475455,139.0,203.0,64.0,2019-10-24
46,20145,1,MTL,BRENDAN GALLAGHER,8475848,139.0,196.0,57.0,2019-10-24
47,20145,1,MTL,PHILLIP DANAULT,8476479,139.0,194.0,55.0,2019-10-24
48,20145,1,S.J,TIMO MEIER,8478414,139.0,203.0,64.0,2019-10-24
49,20145,1,MTL,VICTOR METE,8479376,139.0,205.0,66.0,2019-10-24
50,20145,1,S.J,EVANDER KANE,8475169,193.0,228.0,35.0,2019-10-24
51,20145,1,S.J,TOMAS HERTL,8476881,193.0,225.0,32.0,2019-10-24
52,20145,1,MTL,MAX DOMI,8477503,194.0,244.0,50.0,2019-10-24
53,20145,1,MTL,JOEL ARMIA,8476469,196.0,244.0,48.0,2019-10-24
54,20145,1,MTL,BRETT KULAK,8476967,196.0,244.0,48.0,2019-10-24
55,20145,1,MTL,JONATHAN DROUIN,8477494,196.0,269.0,73.0,2019-10-24
56,20145,1,S.J,BRENT BURNS,8470613,203.0,267.0,64.0,2019-10-24
57,20145,1,S.J,MARC-EDOUARD VLASIC,8471709,203.0,232.0,29.0,2019-10-24
58,20145,1,S.J,NOAH GREGOR,8479393,203.0,232.0,29.0,2019-10-24
59,20145,1,MTL,JEFF PETRY,8473507,205.0,259.0,54.0,2019-10-24
60,20145,1,S.J,JOE THORNTON,8466138,225.0,270.0,45.0,2019-10-24
61,20145,1,S.J,KEVIN LABANC,8478099,228.0,270.0,42.0,2019-10-24
62,20145,1,S.J,TIM HEED,8475841,232.0,333.0,101.0,2019-10-24
63,20145,1,S.J,BARCLAY GOODROW,8476624,232.0,270.0,38.0,2019-10-24
64,20145,1,MTL,PAUL BYRON,8474038,244.0,270.0,26.0,2019-10-24
65,20145,1,MTL,BEN CHIAROT,8475279,244.0,320.0,76.0,2019-10-24
66,20145,1,MTL,JESPERI KOTKANIEMI,8480829,244.0,270.0,26.0,2019-10-24
67,20145,1,MTL,CALE FLEURY,8479985,259.0,320.0,61.0,2019-10-24
68,20145,1,S.J,MARIO FERRARO,8479983,267.0,333.0,66.0,2019-10-24
69,20145,1,MTL,ARTTURI LEHKONEN,8477476,269.0,270.0,1.0,2019-10-24
70,20145,1,MTL,NATE THOMPSON,8470775,270.0,320.0,50.0,2019-10-24
71,20145,1,S.J,MARCUS SORENSEN,8475834,270.0,320.0,50.0,2019-10-24
72,20145,1,MTL,NICK COUSINS,8476393,270.0,327.0,57.0,2019-10-24
73,20145,1,S.J,MELKER KARLSSON,8477922,270.0,320.0,50.0,2019-10-24
74,20145,1,S.J,DYLAN GAMBRELL,8479580,270.0,320.0,50.0,2019-10-24
75,20145,1,MTL,NICK SUZUKI,8480018,270.0,327.0,57.0,2019-10-24
76,20145,1,S.J,PATRICK MARLEAU,8466139,320.0,363.0,43.0,2019-10-24
77,20145,1,MTL,SHEA WEBER,8470642,320.0,379.0,59.0,2019-10-24
78,20145,1,S.J,LOGAN COUTURE,8474053,320.0,363.0,43.0,2019-10-24
79,20145,1,MTL,PHILLIP DANAULT,8476479,320.0,367.0,47.0,2019-10-24
80,20145,1,S.J,TIMO MEIER,8478414,320.0,377.0,57.0,2019-10-24
81,20145,1,MTL,VICTOR METE,8479376,320.0,379.0,59.0,2019-10-24
82,20145,1,MTL,TOMAS TATAR,8475193,327.0,360.0,33.0,2019-10-24
83,20145,1,MTL,BRENDAN GALLAGHER,8475848,327.0,376.0,49.0,2019-10-24
84,20145,1,S.J,ERIK KARLSSON,8474578,333.0,377.0,44.0,2019-10-24
85,20145,1,S.J,BRENDEN DILLON,8475455,333.0,363.0,30.0,2019-10-24
86,20145,1,MTL,JONATHAN DROUIN,8477494,360.0,404.0,44.0,2019-10-24
87,20145,1,S.J,BRENT BURNS,8470613,363.0,410.0,47.0,2019-10-24
88,20145,1,S.J,TOMAS HERTL,8476881,363.0,416.0,53.0,2019-10-24
89,20145,1,S.J,NOAH GREGOR,8479393,363.0,410.0,47.0,2019-10-24
90,20145,1,MTL,MAX DOMI,8477503,367.0,416.0,49.0,2019-10-24
91,20145,1,MTL,JOEL ARMIA,8476469,376.0,413.0,37.0,2019-10-24
92,20145,1,S.J,MARC-EDOUARD VLASIC,8471709,377.0,410.0,33.0,2019-10-24
93,20145,1,S.J,EVANDER KANE,8475169,377.0,416.0,39.0,2019-10-24
94,20145,1,MTL,JEFF PETRY,8473507,379.0,416.0,37.0,2019-10-24
95,20145,1,MTL,BRETT KULAK,8476967,379.0,416.0,37.0,2019-10-24
96,20145,1,MTL,ARTTURI LEHKONEN,8477476,404.0,453.0,49.0,2019-10-24
97,20145,1,S.J,ERIK KARLSSON,8474578,410.0,453.0,43.0,2019-10-24
98,20145,1,S.J,BRENDEN DILLON,8475455,410.0,453.0,43.0,2019-10-24
99,20145,1,S.J,KEVIN LABANC,8478099,410.0,453.0,43.0,2019-10-24
100,20145,1,MTL,PAUL BYRON,8474038,413.0,453.0,40.0,2019-10-24
101,20145,1,S.J,JOE THORNTON,8466138,416.0,453.0,37.0,2019-10-24
102,20145,1,MTL,BEN CHIAROT,8475279,416.0,543.0,127.0,2019-10-24
103,20145,1,S.J,BARCLAY GOODROW,8476624,416.0,453.0,37.0,2019-10-24
104,20145,1,MTL,CALE FLEURY,8479985,416.0,540.0,124.0,2019-10-24
105,20145,1,MTL,JESPERI KOTKANIEMI,8480829,416.0,453.0,37.0,2019-10-24
106,20145,1,S.J,BRENT BURNS,8470613,453.0,497.0,44.0,2019-10-24
107,20145,1,MTL,NATE THOMPSON,8470775,453.0,497.0,44.0,2019-10-24
108,20145,1,S.J,MARC-EDOUARD VLASIC,8471709,453.0,497.0,44.0,2019-10-24
109,20145,1,S.J,MARCUS SORENSEN,8475834,453.0,497.0,44.0,2019-10-24
110,20145,1,MTL,NICK COUSINS,8476393,453.0,497.0,44.0,2019-10-24
111,20145,1,S.J,MELKER KARLSSON,8477922,453.0,497.0,44.0,2019-10-24
112,20145,1,S.J,DYLAN GAMBRELL,8479580,453.0,503.0,50.0,2019-10-24
113,20145,1,MTL,NICK SUZUKI,8480018,453.0,497.0,44.0,2019-10-24
114,20145,1,S.J,PATRICK MARLEAU,8466139,497.0,560.0,63.0,2019-10-24
115,20145,1,S.J,ERIK KARLSSON,8474578,497.0,560.0,63.0,2019-10-24
116,20145,1,MTL,TOMAS TATAR,8475193,497.0,561.0,64.0,2019-10-24
117,20145,1,S.J,BRENDEN DILLON,8475455,497.0,560.0,63.0,2019-10-24
118,20145,1,MTL,BRENDAN GALLAGHER,8475848,497.0,561.0,64.0,2019-10-24
119,20145,1,MTL,PHILLIP DANAULT,8476479,497.0,540.0,43.0,2019-10-24
120,20145,1,S.J,TIMO MEIER,8478414,497.0,570.0,73.0,2019-10-24
121,20145,1,S.J,LOGAN COUTURE,8474053,503.0,560.0,57.0,2019-10-24
122,20145,1,MTL,MAX DOMI,8477503,540.0,611.0,71.0,2019-10-24
123,20145,1,MTL,VICTOR METE,8479376,540.0,611.0,71.0,2019-10-24
124,20145,1,MTL,SHEA WEBER,8470642,543.0,613.0,70.0,2019-10-24
125,20145,1,S.J,BRENT BURNS,8470613,560.0,628.0,68.0,2019-10-24
126,20145,1,S.J,MARC-EDOUARD VLASIC,8471709,560.0,628.0,68.0,2019-10-24
127,20145,1,S.J,TOMAS HERTL,8476881,560.0,628.0,68.0,2019-10-24
128,20145,1,S.J,NOAH GREGOR,8479393,560.0,628.0,68.0,2019-10-24
129,20145,1,MTL,JOEL ARMIA,8476469,561.0,628.0,67.0,2019-10-24
130,20145,1,MTL,JONATHAN DROUIN,8477494,561.0,628.0,67.0,2019-10-24
131,20145,1,S.J,EVANDER KANE,8475169,570.0,628.0,58.0,2019-10-24
132,20145,1,MTL,BRETT KULAK,8476967,611.0,703.0,92.0,2019-10-24
133,20145,1,MTL,JESPERI KOTKANIEMI,8480829,611.0,691.0,80.0,2019-10-24
